OTP,TM-PHONPE,79144 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone.,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"792516 is the Onetime password (OTP) for your transaction at PAYTM for INR 1350.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,TM-FLPKRT,"793619 is your Flipkart verification code. Code valid for 10 minutes only, one time use. Please DO NOT share this OTP with anyone to ensure account's security.",,,,,,,,,,,,,,,,,,
OTP,51462,793874 is your Messenger confirmation code,,,,,,,,,,,,,,,,,,
OTP,TM-TRUBIL,7955 is your Truebil One time password (OTP),,,,,,,,,,,,,,,,,,
OTP,VM-CITIBK,"795612 is the Onetime password (OTP) for your transaction at KISSHT for INR 2863.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,DM-SBIOTP,800454 is your One Time Password for online purchase of Rs 217.21 at PAYTM APP thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"809101 is the Onetime password (OTP) for your transaction at GOIBIBO for INR 9209.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,AD-aHelpr,8106 is your One Time Password for Helpr. Please use it to verify your mobile number,,,,,,,,,,,,,,,,,,
OTP,AX-LZYPAY,8144 is your LAZYPAY AUTHORIZATION OTP. This OTP will expire in 15minutes. NEVER SHARE YOUR OTP WITH ANYONE.LAZYPAY NEVER CALLS TO VERIFY OTP.,,,,,,,,,,,,,,,,,,
OTP,AX-IPAYTM,"822460  is your Paytm Application Code. By providing this code to our agent, you consent to opening your Savings account with Paytm Payments Bank.",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"822979 is the Onetime password (OTP) for your transaction at PAYTM for INR 1350.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,826842 is the OTP for transaction of INR 500.00 on your card xx1564 at BHARTI AIR. Your OTP expires in 5 mins. Please do not share it with anyone for security reason.,,,,,,,,,,,,,,,,,,
OTP,121,826974 is the One Time Password for verifying your Airtel Mobile with your Aadhaar. This is valid for 10 min. Please share the OTP only with the Store advisor.,,,,,,,,,,,,,,,,,,
OTP,VK-RZRPAY,828009 is your Razorpay verification OTP for accessing saved cards on COMING SOON. This code is valid till 02:56:10 IST. Do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,552050,829879 is your Google verification code.,,,,,,,,,,,,,,,,,,
OTP,VK-SBIOTP,832117 is your One Time Password for online purchase of Rs 30.00 at PayTm Mobile Solutio thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,DM-GoIBIB,8362 is your login OTP. Treat this as confidential. Sharing it with anyone gives them full access to your Goibibo Account including Gocash. Goibibo never calls you to verify your OTP.,,,,,,,,,,,,,,,,,,
OTP,IM-RZRPAY,838595 is your Razorpay verification OTP for accessing saved cards on TEST. This code is valid till 15:20:25 IST. Do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VM-SBIBDP4,838704 is your OTP for txn of INR 110.00 at FREECHARGE on your SBI debit card ending 2410,,,,,,,,,,,,,,,,,,
OTP,VK-RZRPAY,839089 is your Razorpay verification OTP for accessing saved cards on INSHBAY. This code is valid till 20:12:34 IST. Do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"841402 is the Onetime password (OTP) for your transaction at AIRTEL LTD-AVENUES for INR 941.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VM-SBIBDP2,845890 is your OTP for txn of INR 110.00 at FREECHARGE on your SBI debit card ending 2410,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"846148 is the Onetime password (OTP) for your transaction at Ezeego One Travels & Tour for INR 500000.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VM-SBIBDP,847639 is your OTP for txn of INR 59.00 at FREECHARGE on your SBI debit card ending 2410,,,,,,,,,,,,,,,,,,
OTP,VKiPaytm,"853554 is your OTP for payment of Rs  at Heritage Fresh. Next time, don't wait for an SMS. In your Paytm app, tap Pay or Send, then tap Show Code and share 6 digit code to complete payment.",,,,,,,,,,,,,,,,,,
OTP,VKiPaytm,"853554 is your OTP for payment of Rs 1585.0 at Heritage Fresh. Next time, don't wait for an SMS. In your Paytm app, tap Pay or Send, then tap Show Code and share 6 digit code to complete payment.",,,,,,,,,,,,,,,,,,
OTP,DM-FLPKRT,"856872 is your Flipkart verification code. Code valid for 10 minutes only, one time use. Happy Shopping!",,,,,,,,,,,,,,,,,,
OTP,VM-SBIBDP0,858839 is your OTP for txn of INR 59.00 at FREECHARGE on your SBI debit card ending 2410,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,858871 is the Onetime password (OTP) for your transaction over IVR/Internet. This is usable once & valid for 30 mins from the request. PLS DO NOT SHARE WITH ANYONE,,,,,,,,,,,,,,,,,,
OTP,DM-OYORMS,860123 is your verification code for OYO Rooms.,,,,,,,,,,,,,,,,,,
OTP,HP-OYORMS,860123 is your verification code for OYO Rooms.,,,,,,,,,,,,,,,,,,
OTP,VM-CITIBK,"861639 is the Onetime password (OTP) for your transaction at SWIGGY for INR 191.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,DM-CITIBK,"869379 is the Onetime password (OTP) for your transaction at FLYWIDUS COM for INR 508750.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,AM-CITIBK,"869694 is the Onetime password (OTP) for your transaction at AMAZON INTERNET SERVICES for INR 151.31. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,DMSBIACS,870608 is your One Time Password for online purchase of Rs 200.00 at PayTM thru State Bank Debit Card ending 4387. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,VM-SBIBDP,871423 is your OTP for txn of INR 50.00 at FREECHARGE on your SBI debit card ending 2410,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"877580 is the Onetime password (OTP) for your transaction at ICSI for INR 3245.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"880322 is the Onetime password (OTP) for your transaction at BESCOM for INR 886.78. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,MyVodafone,8811 is the Onetime password (OTP) for your login to the MyVodafone Account. This is usable once and valid for 5 mins from the request.,,,,,,,,,,,,,,,,,,
OTP,AD-SRVIFY,8823 is your OTP for Servify. This OTP is valid for 120 seconds. Do not share this OTP with anyone for security reasons. We look forward to serving you.,,,,,,,,,,,,,,,,,,
OTP,VK-RBLBNK,885187 is the OTP for transaction of Rs. 600.00 at Paytm Mobi on your RBL Card ending with 3412.Valid for 15 mins & onetime use.DO NOT SHARE IT WITH ANYONE,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"895806 is the Onetime password (OTP) for your transaction at Payoneer for USD 386.60. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"898090 is the Onetime password (OTP) for your transaction at NEEDSTREET COM for INR 500.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,"899639 is the Onetime password (OTP) for your transaction at BESCOM for INR 906.98. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VM-VERIFY,901894 is your one time password(OTP) for phone verification.,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"904031 is the Onetime password (OTP) for your transaction at AIRTEL LTD-AVENUES for INR 1298.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,"904593 is the Onetime password (OTP) for your transaction at PayTm Mobile Solutions Pv for INR 8829.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm7,905628 is your login OTP. Treat this as confidential. Sharing it with anyone gives them full access to your Paytm Wallet. Paytm never calls to verify your OTP.,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"910439 is the Onetime password (OTP) for your transaction at HAPPY EASY GO for INR 6228.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"917101 is the Onetime password (OTP) for your transaction at BHARTI CELLULAR LTD for INR 1120.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,"920112 is the Onetime password (OTP) for your transaction at LIC for INR 57207.54. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,50360001,927801 is your Google verification code.,,,,,,,,,,,,,,,,,,
OTP,AM-FCHRGE,9288 is your OTP to login to your FreeCharge Account. It is valid for 08 minutes. Please do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,AMMOBIKW,928952 is the OTP to complete your MobiKwik wallet txn for amount Rs. 473 at Swiggy. Happy Shopping !,,,,,,,,,,,,,,,,,,
OTP,AD-CLKIND,929738 : OTP for Clickindia Jobs,,,,,,,,,,,,,,,,,,
OTP,57575601,"931551 is your Facebook password reset code, or reset your password here: https://fb.com/l/1GyDFph6PsNDT8r",,,,,,,,,,,,,,,,,,
OTP,DM-CITIBK,"931826 is the Onetime password (OTP) for your transaction at SEVEN SEAZ VACATIONS PVT for INR 300000.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,DM-CITIBK6,"931826 is the Onetime password (OTP) for your transaction at SEVEN SEAZ VACATIONS PVT for INR 300000.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"934890 is the Onetime password (OTP) for your transaction at WWW APARTMENTADDA COM for INR 1496.50. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VKSBIOTP,935527 is your One Time Password for online purchase of Rs 1000.00 at ONE97 COMMUNICATIONS thru State Bank Debit Card ending 0606. Don't share this with anyone,,,,,,,,,,,,,,,,,,
OTP,AM-FCHRGE,9375 is your OTP to login to your FreeCharge Account,,,,,,,,,,,,,,,,,,
OTP,VK-FCHRGE,9375 is your OTP to login to your FreeCharge Account,,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,944020 is the Onetime password (OTP) for your transaction over IVR/Internet. This is usable once & valid for 30 mins from the request. PLS DO NOT SHARE WITH ANYONE,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"944536 is the Onetime password (OTP) for your transaction at AIRTEL LTD-AVENUES for INR 1904.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VM-SBIOTP,946274 is your One Time Password for online purchase of Rs 247.05 at PAYTM APP thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,DM-SBIOTP,948501 is your One Time Password for online purchase of Rs 148.00 at Paytm Mobile Solutio thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,BZ-SBIACS,955585 is your One Time Password for online purchase of Rs 1050.00 at PayTm Mobile S thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,VMIPAYTM,960569 is your verification code to verify your Mobile# on Paytm. This is important for safety of your account and must be done before you proceed.,,,,,,,,,,,,,,,,,,
OTP,BZ-SBIACS,961255 is your One Time Password for online purchase of Rs 200.00 at Paytm Mobile S thru State Bank Debit Card ending 2410. Dont share this with anyone,,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,"961660 is the Onetime password (OTP) for your transaction at AMAZON INTERNET SERVICES for INR 375.16. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VK-VERIFY,964247 is your one time password(OTP) for phone verification.,,,,,,,,,,,,,,,,,,
OTP,DM-CITIBK,969162 is the Onetime password (OTP) for your transaction over IVR/Internet. This is usable once & valid for 30 mins from the request. PLS DO NOT SHARE WITH ANYONE,,,,,,,,,,,,,,,,,,
OTP,VK-CITIBK,"971283 is the Onetime password (OTP) for your transaction at WWW OLACABS COM for INR 1999.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,VM-CITIBK,"971283 is the Onetime password (OTP) for your transaction at WWW OLACABS COM for INR 1999.00. Pls do not share this. If not requested, contact CitiPhone urgently.",,,,,,,,,,,,,,,,,,
OTP,IX-MEDCEA,980273 is your one time password for Medicea,,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM4,994919 is your login OTP. Treat this as confidential. Sharing it with anyone gives them full access to your Paytm Wallet. Paytm never calls to verify your OTP.,,,,,,,,,,,,,,,,,,
OTP,AM-SamAcc,Account: 579120 is your Samsung account verification code.,,,,,,,,,,,,,,,,,,
OTP,DMSBGMBS,Activation code for State Bank Anywhere is 26101645 and valid till 30-03-2017 01:22 PM,,,,,,,,,,,,,,,,,,
OTP,VMVMPESA,"Alert! DO NOT share personal details (Birthdate, OTP, PIN) with others. VF MPesa Execs will not ask for such details. DO NOT transfer fund to unknown accounts.",,,,,,,,,,,,,,,,,,
OTP,5757537,Confirmation code:  763785. Enter this code in your app. (Digits by Twitter),,,,,,,,,,,,,,,,,,
OTP,DM-AARAMS,Congrats! Show code 2066405 to the retailer and get a free sample of New Nestle CEREGROW. To view participating stores click goo.gl/vzzCKg. T&C apply,,,,,,,,,,,,,,,,,,
OTP,VK-AARAMS,Congrats! Show code 4944199 to the retailer and get a free sample of New Nestle CEREGROW. To view participating stores click goo.gl/vzzCKg. T&C apply,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,"Dear  ,Thank you for applying for a Personal Loan.Your OTP code is 334102",,,,,,,,,,,,,,,,,,
OTP,AD-YetFiv,"Dear , Your Course Enquiry Code is 9280. Please enter this code in our Yet5.com. Thank you for visiting Yet5.com.",,,,,,,,,,,,,,,,,,
OTP,TM-ICICIB,"Dear Applicant, to confirm your mobile number for ICICI Bank Personal Loan Application, please enter the verification code 726723 in your online application form.",,,,,,,,,,,,,,,,,,
OTP,VKMGCBRK,"Dear Ayush Bihani , 823 is your OTP for Magicbricks.
Get properties on the go. Download our App http://goo.gl/1L4A6b",,,,,,,,,,,,,,,,,,
OTP,VK-JIONET,"Dear Customer, 043229 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,VK-JIONET,"Dear Customer, 108372 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 153970 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 353902 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 358291 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,VKJIONET,"Dear Customer, 483732 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 522721 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 634206 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 732655 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JMJIONET,"Dear Customer, 836892 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,VK-JIONET,"Dear Customer, 863266 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 945097 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,JM-JIONET,"Dear Customer, 973756 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",,,,,,,,,,,,,,,,,,
OTP,VK-ICICIB,"Dear Customer, the One time Password (OTP) to generate Credit Card PIN is 563292. Bank never calls to verify OTP. Do not disclose OTP to anyone.",,,,,,,,,,,,,,,,,,
OTP,TM-ICICIB,"Dear Customer, you need an OTP to transfer USD 700.00 via Money2World. The OTP is 657422. NEVER SHARE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY IT.",,,,,,,,,,,,,,,,,,
OTP,VM-ICICIB,"Dear Customer, you requested for an OTP to complete your UPI registration. DON'T SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The OTP is 866911",,,,,,,,,,,,,,,,,,
OTP,AX-ROYSUN,"Dear Customer, Your Motor claim number is HP00028906 (under Policy number HOP0586074000100)",,,,,,,,,,,,,,,,,,
OTP,VMREDBUS,"Dear Customer, Your one time password is 108977 and it is valid till next 15 mins. Please do not share this OTP with anyone. Thank you redbus",,,,,,,,,,,,,,,,,,
OTP,VM-REDBUS,"Dear Customer, Your one time password is 348881 and it is valid till next 15 mins. Please do not share this OTP with anyone. Thank you redbus",,,,,,,,,,,,,,,,,,
OTP,BV-BSNLDC,"Dear Customer, Your One Time Password(OTP) for logging into CWSC is 5509. It is valid for 10 mins. PLEASE DO NOT SHARE THE OTP WITH ANYONE.",,,,,,,,,,,,,,,,,,
OTP,AX-IBULLS,"Dear Customer, Your password is 8697. You can use this password to login to Indiabulls Personal Loan App and for your IVR authentication during Customer Service.",,,,,,,,,,,,,,,,,,
OTP,IM-FCCOTP,"Dear First Citizen, 901021 is your One Time Password(OTP) to redeem points/validate your account ending 9467. OTP valid till 10/03/2018 14:22:25 IST.",,,,,,,,,,,,,,,,,,
OTP,AM-JetAir,"Dear Guest, Your PNR is XGDSNN for Flt 9W448 BLR-BOM on 02 Dec Dep 1805. To check-in http://bit.ly/1zn8TIx.",,,,,,,,,,,,,,,,,,
OTP,AM-GOPICC,"Dear naveen ,Thank You for Registering with ICash DMR Services .Please use this Verification Code (205948) to Activate Your Account",,,,,,,,,,,,,,,,,,
OTP,TM-TDWIFI,"Dear user, Your OTP is 1134. Pls submit this OTP to login. Thank you for using Tata Docomo wi-Fi.",,,,,,,,,,,,,,,,,,
OTP,HP-SKBEEP,"Dear Vikas Rai, Your SkoolBeep password has been reset

Login : 9845862990

New Password : 576057",,,,,,,,,,,,,,,,,,
OTP,IX-OLACAB,DO NOT SHARE: 1673 is the OTP for your OlaCabs account. Keep this OTP to yourself for the safety of your account.,,,,,,,,,,,,,,,,,,
OTP,VMADHAAR,e-Aadhaar: Your One Time Password is 051560,,,,,,,,,,,,,,,,,,
OTP,VMADHAAR,e-Aadhaar: Your One Time Password is 395031,,,,,,,,,,,,,,,,,,
OTP,VMADHAAR,e-Aadhaar: Your One Time Password is 504747,,,,,,,,,,,,,,,,,,
OTP,VM-ADHAAR,e-Aadhaar: Your One Time Password is 935935,,,,,,,,,,,,,,,,,,
OTP,VM-ADHAAR,e-Aadhaar: Your One Time Password is 970288,,,,,,,,,,,,,,,,,,
OTP,VK-IPAYTM,"Enter 180826 to allow Uber to charge your Paytm wallet for trips. If you don't have a Paytm account, we'll create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM1,"Enter 256050 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm0,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm1,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm8,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm9,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM7,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM8,"Enter 301190 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-iPaytm,"Enter 303591 to link your Paytm wallet and allow Uber to charge for rides. If you don't have a Paytm account, we'll create one. Terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM0,"Enter 355344 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM9,"Enter 355344 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM3,"Enter 490256 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM4,"Enter 490256 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-IPAYTM6,"Enter 542655 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm,"Enter 557192 to link your Paytm wallet and allow Uber to charge for rides. If you don't have a Paytm account, we'll create one. Terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM,"Enter 557192 to link your Paytm wallet and allow Uber to charge for rides. If you don't have a Paytm account, we'll create one. Terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM5,"Enter 757820 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm,"Enter 867427 to link your Paytm wallet and allow Uber to charge for transactions. If you don't have a Paytm account, we'll create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VK-iPaytm,"Enter 930520 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM,"Enter 934749 to link your Paytm wallet and allow Uber to charge for rides. If you don't have a Paytm account, we'll create one. Terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,DM-iPaytm,"Enter 960896 to link your Paytm wallet and allow Uber to charge for rides. If you don't have a Paytm account, we'll create one. Terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,VM-IPAYTM2,"Enter 962112 to allow Uber to charge your Paytm wallet for trips. If you dont have a Paytm account, well create one. Read our terms at www.paytm.com/terms",,,,,,,,,,,,,,,,,,
OTP,5757537,Enter code:  390844 into Dubsmash . (Digits by Twitter),,,,,,,,,,,,,,,,,,
OTP,AM-UBERIN,Enter this code 3721 in the app to confirm your account.,,,,,,,,,,,,,,,,,,
OTP,AD-MSGIND,Enter: 3458 to change your password for username: .Keep messaging!,,,,,,,,,,,,,,,,,,
OTP,VK-EPFOHO,"EPFO SMS Service.
 Dear Member, Your OTP pin corresponding to OTP id 1425 is 7270.
 Please use this pin to activate your UAN.",,,,,,,,,,,,,,,,,,
OTP,VM-EPFOHO,"EPFO SMS Service.
 Dear Member, Your OTP pin corresponding to OTP id 4518 is 9056.
 Please use this pin to activate your UAN.",,,,,,,,,,,,,,,,,,
OTP,VK-Faasos,"Faasos App Code : 8112 . For verifying your phone number, not some secret treasure.",,,,,,,,,,,,,,,,,,
OTP,DM-FLASTR,Flashtr App Verification Code 2359,,,,,,,,,,,,,,,,,,
OTP,TX-FPANDA,"FOOD-5073 is your foodpanda verification code.
Please enter the digits only.",,,,,,,,,,,,,,,,,,
OTP,VM-ICICIB,For request initiated through Net Banking you will need a One Time Password(OTP). DON'T SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The OTP is 134559.,,,,,,,,,,,,,,,,,,
OTP,VM-ICICIB,For request initiated through Net Banking you will need a One Time Password(OTP). DON'T SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The OTP is 565875.,,,,,,,,,,,,,,,,,,
OTP,AX-ICICIB,For request initiated through Net Banking you will need a One Time Password(OTP). DON'T SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The OTP is 672681.,,,,,,,,,,,,,,,,,,
OTP,VM-FCHRGE,Freecharge verification code: 1922. It is valid for 08 minutes. Please do not share your OTP or password with any anyone to avoid misuse of your account,,,,,,,,,,,,,,,,,,
OTP,AD-FCHRGE,FreeCharge verification code: 4243. It is valid for 30 minutes.,,,,,,,,,,,,,,,,,,
OTP,51501,G-286210 is your Google verification code.,,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, 230148 is your NETSECURE code for Funds Transfer from A/c no. XXXX4071 to A/c no. XXXX0880 of amount of INR|190000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 262122 is your NETSECURE code for Funds Transfer from A/c no. XXXX4071 to A/c no. XXXX8642 of amount of INR|500000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,IM-AxisBk,"Hello, 262383 is your NETSECURE code for Txn details: Shopping Mall txn with payee name AXIS BANK CREDIT CARD(BILL DESK) for amount INR|35000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 335621 is your NETSECURE code for Txn details: Shopping Mall txn with payee name RATNAKAR BANK LIMITED CREDIT(BILLDESK) for amount INR|28181.1. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AM-AxisBk,"Hello, 391626 is your NETSECURE code for Txn details: Shopping Mall txn with payee name CITRUS PAYMENT SOLUTIONS PVT LTD for amount INR|500.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 410482 is your NETSECURE code for Txn details: Shopping Mall txn with payee name CITRUS PAYMENT SOLUTIONS PVT LTD for amount INR|95.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, 412149 is your NETSECURE code for addition of rohit kumar rathi as a beneficiary. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AXAxisBk,"Hello, 452302 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX8550 of amount of INR|10000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 520720 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX8550 of amount of INR|15000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
